vpn_code,id,data
10001129,51625,"{""bhl"" : {""id"" : 51625, ""name"" : ""MATMUT_LOU_vHl9"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51625}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51625}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51625}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51625}]}"
10001129,51627,"{""bhl"" : {""id"" : 51627, ""name"" : ""MATMUT_LA__uvFm"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51627}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51627}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51627}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51627}]}"
10001129,51639,"{""bhl"" : {""id"" : 51639, ""name"" : ""IP_MATMUT__Jfkp"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51639}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51639}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51639}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51639}]}"
10001129,51640,"{""bhl"" : {""id"" : 51640, ""name"" : ""MATMUT_MET_Ykpv"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51640}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51640}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51640}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51640}]}"
10001129,51641,"{""bhl"" : {""id"" : 51641, ""name"" : ""MATMUT_NEU_Mjb3"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51641}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51641}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51641}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51641}]}"
10001129,51643,"{""bhl"" : {""id"" : 51643, ""name"" : ""MATMUT_HAG_RWEj"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51643}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51643}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51643}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51643}]}"
10001129,51645,"{""bhl"" : {""id"" : 51645, ""name"" : ""MATMUT_TOU_X6wq"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51645}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51645}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51645}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51645}]}"
10001129,51649,"{""bhl"" : {""id"" : 51649, ""name"" : ""MATMUT_BOR_QV8E"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51649}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51649}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51649}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51649}]}"
10001129,51663,"{""bhl"" : {""id"" : 51663, ""name"" : ""MATMUT_LIL_hzOG"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51663}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51663}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51663}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51663}]}"
10001129,51668,"{""bhl"" : {""id"" : 51668, ""name"" : ""MATMUT_NIC_68HC"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51668}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51668}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51668}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51668}]}"
10001129,51670,"{""bhl"" : {""id"" : 51670, ""name"" : ""MATMUT_BEG_2TeG"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51670}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51670}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51670}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51670}]}"
10001129,51673,"{""bhl"" : {""id"" : 51673, ""name"" : ""MATMUT_BOR_YYHL"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51673}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51673}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51673}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51673}]}"
10001129,51675,"{""bhl"" : {""id"" : 51675, ""name"" : ""MATMUT_ARM_J9kG"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51675}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51675}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51675}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51675}]}"
10001129,51676,"{""bhl"" : {""id"" : 51676, ""name"" : ""MATMUT_BEZ_r2X8"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51676}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51676}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51676}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51676}]}"
10001129,51698,"{""bhl"" : {""id"" : 51698, ""name"" : ""MATMUT_LIL_wUGy"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51698}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51698}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51698}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51698}]}"
10001129,51704,"{""bhl"" : {""id"" : 51704, ""name"" : ""MATMUT_SAR_g51H"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51704}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51704}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51704}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51704}]}"
10001129,51706,"{""bhl"" : {""id"" : 51706, ""name"" : ""MATMUT_ARG_OsnB"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51706}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51706}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51706}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51706}]}"
10001129,51708,"{""bhl"" : {""id"" : 51708, ""name"" : ""MATMUT_LE__XOYy"", ""vpn_id"" : 10001129}, ""dates"" : [{""id"" : 0, ""date"" : ""0814"", ""bank_holiday_id"" : 51708}, {""id"" : 0, ""date"" : ""1031"", ""bank_holiday_id"" : 51708}, {""id"" : 0, ""date"" : ""1110"", ""bank_holiday_id"" : 51708}, {""id"" : 0, ""date"" : ""1224"", ""bank_holiday_id"" : 51708}]}"
